offering_id,semester,course_code,campus_id
70-381_S23_2,S23,70-381,2
70-381_F23_2,F23,70-381,2
70-381_S24_2,S24,70-381,2
70-381_F24_2,F24,70-381,2
70-381_S25_2,S25,70-381,2
70-381_M24_1,M24,70-381,1
70-381_F24_1,F24,70-381,1
70-381_S25_1,S25,70-381,1
70-381_M25_1,M25,70-381,1
70-381_F25_1,F25,70-381,1
73-367_S18_1,S18,73-367,1
73-367_S25_1,S25,73-367,1
82-119_S24_1,S24,82-119,1
82-119_F24_1,F24,82-119,1
82-119_S25_1,S25,82-119,1
82-119_M25_1,M25,82-119,1
82-119_F25_1,F25,82-119,1
80-405_S19_1,S19,80-405,1
80-405_S20_1,S20,80-405,1
80-405_S21_1,S21,80-405,1
80-405_S22_1,S22,80-405,1
80-405_S23_1,S23,80-405,1
51-262_S21_1,S21,51-262,1
51-262_S22_1,S22,51-262,1
51-262_S23_1,S23,51-262,1
51-262_S24_1,S24,51-262,1
51-262_S25_1,S25,51-262,1
79-453_S22_2,S22,79-453,2
73-449_F15_1,F15,73-449,1
73-449_F16_1,F16,73-449,1
73-449_F17_1,F17,73-449,1
73-449_F18_1,F18,73-449,1
70-505_S23_2,S23,70-505,2
70-505_F23_2,F23,70-505,2
70-505_S24_2,S24,70-505,2
70-505_F24_2,F24,70-505,2
70-505_S25_2,S25,70-505,2
70-505_F23_1,F23,70-505,1
70-505_S24_1,S24,70-505,1
70-505_F24_1,F24,70-505,1
70-505_S25_1,S25,70-505,1
70-505_F25_1,F25,70-505,1
82-267_F19_1,F19,82-267,1
82-267_F20_1,F20,82-267,1
82-267_F22_1,F22,82-267,1
82-267_F23_1,F23,82-267,1
67-135_F24_2,F24,67-135,2
70-440_F20_2,F20,70-440,2
70-440_F21_2,F21,70-440,2
70-440_F22_2,F22,70-440,2
70-440_F23_2,F23,70-440,2
70-440_F24_2,F24,70-440,2
70-440_S17_1,S17,70-440,1
70-440_S18_1,S18,70-440,1
70-440_S19_1,S19,70-440,1
70-440_S20_1,S20,70-440,1
70-440_S21_1,S21,70-440,1
76-312_F17_1,F17,76-312,1
76-312_S20_1,S20,76-312,1
76-312_F24_1,F24,76-312,1
51-327_F15_1,F15,51-327,1
51-327_F16_1,F16,51-327,1
51-327_F17_1,F17,51-327,1
51-327_F18_1,F18,51-327,1
67-359_S16_2,S16,67-359,2
67-359_S18_2,S18,67-359,2
67-359_S21_2,S21,67-359,2
70-339_S16_1,S16,70-339,1
70-339_F16_1,F16,70-339,1
70-339_F18_1,F18,70-339,1
70-339_S21_1,S21,70-339,1
98-373_F20_1,F20,98-373,1
98-373_S21_1,S21,98-373,1
17-562_F21_1,F21,17-562,1
17-562_F22_1,F22,17-562,1
17-562_F23_1,F23,17-562,1
17-562_F24_1,F24,17-562,1
17-562_F25_1,F25,17-562,1
84-309_S17_1,S17,84-309,1
84-309_F24_1,F24,84-309,1
84-309_F25_1,F25,84-309,1
76-484_F15_1,F15,76-484,1
76-484_F17_1,F17,76-484,1
79-280_S19_1,S19,79-280,1
79-280_F20_1,F20,79-280,1
79-280_F21_1,F21,79-280,1
79-280_S24_1,S24,79-280,1
79-280_S25_1,S25,79-280,1
76-241_M24_1,M24,76-241,1
76-241_F24_1,F24,76-241,1
76-241_S25_1,S25,76-241,1
76-241_M25_1,M25,76-241,1
76-241_F25_1,F25,76-241,1
48-410_S21_1,S21,48-410,1
48-410_S22_1,S22,48-410,1
48-410_S23_1,S23,48-410,1
48-410_S24_1,S24,48-410,1
48-410_S25_1,S25,48-410,1
80-297_F19_2,F19,80-297,2
76-304_S23_2,S23,76-304,2
76-304_S24_2,S24,76-304,2
76-304_S25_2,S25,76-304,2
76-304_F20_1,F20,76-304,1
76-304_F21_1,F21,76-304,1
76-304_S23_1,S23,76-304,1
76-304_S24_1,S24,76-304,1
76-304_S25_1,S25,76-304,1
88-284_S21_1,S21,88-284,1
88-284_S22_1,S22,88-284,1
88-284_S23_1,S23,88-284,1
88-284_S24_1,S24,88-284,1
88-284_S25_1,S25,88-284,1
09-291_F22_1,F22,09-291,1
09-291_F23_1,F23,09-291,1
09-291_F24_1,F24,09-291,1
15-592_S25_2,S25,15-592,2
15-592_F23_1,F23,15-592,1
15-592_S24_1,S24,15-592,1
15-592_F24_1,F24,15-592,1
15-592_S25_1,S25,15-592,1
15-592_F25_1,F25,15-592,1
79-279_F16_2,F16,79-279,2
79-279_F17_2,F17,79-279,2
79-279_F19_2,F19,79-279,2
79-279_M24_2,M24,79-279,2
98-365_S20_2,S20,98-365,2
95-568_M19_1,M19,95-568,1
95-568_M21_1,M21,95-568,1
95-568_M22_1,M22,95-568,1
95-568_M23_1,M23,95-568,1
95-568_M24_1,M24,95-568,1
48-369_S23_2,S23,48-369,2
48-369_S21_1,S21,48-369,1
76-492_S17_1,S17,76-492,1
76-492_S18_1,S18,76-492,1
73-408_S21_1,S21,73-408,1
73-408_S22_1,S22,73-408,1
73-408_S23_1,S23,73-408,1
73-408_S24_1,S24,73-408,1
73-408_S25_1,S25,73-408,1
70-401_S21_2,S21,70-401,2
70-401_S22_2,S22,70-401,2
70-401_S23_2,S23,70-401,2
70-401_S24_2,S24,70-401,2
70-401_S25_2,S25,70-401,2
70-401_F23_1,F23,70-401,1
70-401_S24_1,S24,70-401,1
70-401_F24_1,F24,70-401,1
70-401_S25_1,S25,70-401,1
70-401_F25_1,F25,70-401,1
70-051_S21_1,S21,70-051,1
70-051_S22_1,S22,70-051,1
70-051_S23_1,S23,70-051,1
70-051_S24_1,S24,70-051,1
70-051_S25_1,S25,70-051,1
15-316_S21_2,S21,15-316,2
15-316_S22_2,S22,15-316,2
15-316_S23_2,S23,15-316,2
15-316_S24_2,S24,15-316,2
15-316_S25_2,S25,15-316,2
15-316_F20_1,F20,15-316,1
15-316_F21_1,F21,15-316,1
15-316_F22_1,F22,15-316,1
15-316_F23_1,F23,15-316,1
15-316_F24_1,F24,15-316,1
76-353_S16_1,S16,76-353,1
70-378_F25_1,F25,70-378,1
98-332_F18_1,F18,98-332,1
98-332_S19_1,S19,98-332,1
67-318_S20_2,S20,67-318,2
67-318_S21_2,S21,67-318,2
67-318_S22_2,S22,67-318,2
67-318_F22_2,F22,67-318,2
67-318_M23_2,M23,67-318,2
98-298_F16_1,F16,98-298,1
98-298_S19_1,S19,98-298,1
15-195_F23_1,F23,15-195,1
15-195_S24_1,S24,15-195,1
15-195_F24_1,F24,15-195,1
15-195_S25_1,S25,15-195,1
15-195_F25_1,F25,15-195,1
36-301_F21_1,F21,36-301,1
36-301_S23_1,S23,36-301,1
80-413_F21_1,F21,80-413,1
80-413_F22_1,F22,80-413,1
80-413_F23_1,F23,80-413,1
80-413_F24_1,F24,80-413,1
80-413_F25_1,F25,80-413,1
98-277_F15_1,F15,98-277,1
98-333_F18_1,F18,98-333,1
99-333_F15_1,F15,99-333,1
09-101_S16_2,S16,09-101,2
09-101_S17_2,S17,09-101,2
09-101_S19_2,S19,09-101,2
09-101_S22_2,S22,09-101,2
09-101_S24_2,S24,09-101,2
09-101_F23_1,F23,09-101,1
09-101_S24_1,S24,09-101,1
09-101_F24_1,F24,09-101,1
09-101_S25_1,S25,09-101,1
09-101_F25_1,F25,09-101,1
98-276_F15_1,F15,98-276,1
98-276_S16_1,S16,98-276,1
98-276_F16_1,F16,98-276,1
98-276_S17_1,S17,98-276,1
57-209_F21_1,F21,57-209,1
57-209_F22_1,F22,57-209,1
57-209_F23_1,F23,57-209,1
57-209_F24_1,F24,57-209,1
57-209_F25_1,F25,57-209,1
70-396_S24_1,S24,70-396,1
76-217_F20_1,F20,76-217,1
76-217_S21_1,S21,76-217,1
76-217_S22_1,S22,76-217,1
03-232_F19_2,F19,03-232,2
03-232_F20_2,F20,03-232,2
03-232_S21_2,S21,03-232,2
03-232_S23_2,S23,03-232,2
03-232_S24_2,S24,03-232,2
03-232_M23_1,M23,03-232,1
03-232_S24_1,S24,03-232,1
03-232_M24_1,M24,03-232,1
03-232_S25_1,S25,03-232,1
03-232_M25_1,M25,03-232,1
70-050_S23_2,S23,70-050,2
70-050_F23_2,F23,70-050,2
70-050_S24_2,S24,70-050,2
70-050_F24_2,F24,70-050,2
70-050_S25_2,S25,70-050,2
70-050_F21_1,F21,70-050,1
70-050_F22_1,F22,70-050,1
70-050_F23_1,F23,70-050,1
70-050_F24_1,F24,70-050,1
70-050_F25_1,F25,70-050,1
76-352_F15_1,F15,76-352,1
76-352_S17_1,S17,76-352,1
76-352_S20_1,S20,76-352,1
76-352_S23_1,S23,76-352,1
15-317_S17_2,S17,15-317,2
15-317_S19_2,S19,15-317,2
15-317_F20_2,F20,15-317,2
15-317_F22_2,F22,15-317,2
15-317_F24_2,F24,15-317,2
15-317_F22_1,F22,15-317,1
15-317_S23_1,S23,15-317,1
15-317_F23_1,F23,15-317,1
15-317_F24_1,F24,15-317,1
15-317_F25_1,F25,15-317,1
80-150_S22_1,S22,80-150,1
80-150_S23_1,S23,80-150,1
80-150_S24_1,S24,80-150,1
80-150_S25_1,S25,80-150,1
80-150_M25_1,M25,80-150,1
15-593_F23_1,F23,15-593,1
15-593_S24_1,S24,15-593,1
15-593_F24_1,F24,15-593,1
15-593_S25_1,S25,15-593,1
15-593_F25_1,F25,15-593,1
98-364_S20_1,S20,98-364,1
79-297_F15_1,F15,79-297,1
79-297_S20_1,S20,79-297,1
79-297_S21_1,S21,79-297,1
79-297_F23_1,F23,79-297,1
79-297_S25_1,S25,79-297,1
73-327_S16_2,S16,73-327,2
73-327_S17_2,S17,73-327,2
73-327_S18_2,S18,73-327,2
76-493_F25_1,F25,76-493,1
98-108_S23_1,S23,98-108,1
82-270_M23_1,M23,82-270,1
82-270_F23_1,F23,82-270,1
82-270_F24_1,F24,82-270,1
82-270_F25_1,F25,82-270,1
76-240_S18_1,S18,76-240,1
51-275_F20_2,F20,51-275,2
66-122_S21_1,S21,66-122,1
66-122_S22_1,S22,66-122,1
66-122_S23_1,S23,66-122,1
66-122_S24_1,S24,66-122,1
66-122_F24_1,F24,66-122,1
80-296_F19_2,F19,80-296,2
76-305_F17_2,F17,76-305,2
76-305_F20_2,F20,76-305,2
76-305_F16_1,F16,76-305,1
76-305_F22_1,F22,76-305,1
76-305_F23_1,F23,76-305,1
76-305_F24_1,F24,76-305,1
76-305_F25_1,F25,76-305,1
03-320_F22_1,F22,03-320,1
03-320_F23_1,F23,03-320,1
03-320_F24_1,F24,03-320,1
03-320_M25_1,M25,03-320,1
03-320_F25_1,F25,03-320,1
70-457_S25_2,S25,70-457,2
70-457_S25_1,S25,70-457,1
98-372_F20_1,F20,98-372,1
98-372_S21_1,S21,98-372,1
73-274_S21_1,S21,73-274,1
73-274_S22_1,S22,73-274,1
73-274_S23_1,S23,73-274,1
73-274_S24_1,S24,73-274,1
73-274_S25_1,S25,73-274,1
36-204_F22_2,F22,36-204,2
36-204_F20_1,F20,36-204,1
36-204_S21_1,S21,36-204,1
36-204_S22_1,S22,36-204,1
36-204_S23_1,S23,36-204,1
36-204_S24_1,S24,36-204,1
80-516_F20_1,F20,80-516,1
80-516_F21_1,F21,80-516,1
80-516_S23_1,S23,80-516,1
80-516_S24_1,S24,80-516,1
80-516_S25_1,S25,80-516,1
76-485_F15_1,F15,76-485,1
76-485_F17_1,F17,76-485,1
76-485_F19_1,F19,76-485,1
76-485_S22_1,S22,76-485,1
09-510_S21_1,S21,09-510,1
09-510_S22_1,S22,09-510,1
09-510_S23_1,S23,09-510,1
09-510_S24_1,S24,09-510,1
09-510_S25_1,S25,09-510,1
79-281_S21_1,S21,79-281,1
79-281_S22_1,S22,79-281,1
79-281_S23_1,S23,79-281,1
79-281_S24_1,S24,79-281,1
79-281_S25_1,S25,79-281,1
66-134_S22_1,S22,66-134,1
66-134_F22_1,F22,66-134,1
66-134_F24_1,F24,66-134,1
15-213_F20_2,F20,15-213,2
15-213_F21_2,F21,15-213,2
15-213_F22_2,F22,15-213,2
15-213_F23_2,F23,15-213,2
15-213_F24_2,F24,15-213,2
15-213_M24_1,M24,15-213,1
15-213_F24_1,F24,15-213,1
15-213_S25_1,S25,15-213,1
15-213_M25_1,M25,15-213,1
15-213_F25_1,F25,15-213,1
79-452_S23_2,S23,79-452,2
70-504_S23_2,S23,70-504,2
70-504_F23_2,F23,70-504,2
70-504_S24_2,S24,70-504,2
70-504_F24_2,F24,70-504,2
70-504_S25_2,S25,70-504,2
70-504_F23_1,F23,70-504,1
70-504_S24_1,S24,70-504,1
70-504_F24_1,F24,70-504,1
70-504_S25_1,S25,70-504,1
70-504_F25_1,F25,70-504,1
33-226_S22_1,S22,33-226,1
33-226_S23_1,S23,33-226,1
33-226_S24_1,S24,33-226,1
33-226_S25_1,S25,33-226,1
82-289_F24_2,F24,82-289,2
82-289_S25_2,S25,82-289,2
82-289_S22_1,S22,82-289,1
82-323_S21_1,S21,82-323,1
82-323_S22_1,S22,82-323,1
82-323_S23_1,S23,82-323,1
82-323_S24_1,S24,82-323,1
82-323_S25_1,S25,82-323,1
15-356_S24_2,S24,15-356,2
15-356_F20_1,F20,15-356,1
15-356_F21_1,F21,15-356,1
15-356_F23_1,F23,15-356,1
15-356_F24_1,F24,15-356,1
15-356_F25_1,F25,15-356,1
76-313_S20_1,S20,76-313,1
76-313_S25_1,S25,76-313,1
15-182_S21_2,S21,15-182,2
15-182_S22_2,S22,15-182,2
15-182_S23_2,S23,15-182,2
18-330_F23_1,F23,18-330,1
18-330_S24_1,S24,18-330,1
18-330_F24_1,F24,18-330,1
18-330_S25_1,S25,18-330,1
18-330_F25_1,F25,18-330,1
79-393_S18_2,S18,79-393,2
79-393_S19_2,S19,79-393,2
79-393_S20_2,S20,79-393,2
79-393_S22_2,S22,79-393,2
79-393_S24_2,S24,79-393,2
98-325_S18_1,S18,98-325,1
98-260_F18_1,F18,98-260,1
73-366_S21_1,S21,73-366,1
73-366_S22_1,S22,73-366,1
73-366_S23_1,S23,73-366,1
73-366_S24_1,S24,73-366,1
73-366_S25_1,S25,73-366,1
07-590_S22_1,S22,07-590,1
07-590_F22_1,F22,07-590,1
07-590_S23_1,S23,07-590,1
07-590_S24_1,S24,07-590,1
07-590_S25_1,S25,07-590,1
76-201_M21_1,M21,76-201,1
99-519_M21_2,M21,99-519,2
99-519_M21_1,M21,99-519,1
99-519_M22_1,M22,99-519,1
99-519_M23_1,M23,99-519,1
76-344_F16_1,F16,76-344,1
85-426_S16_1,S16,85-426,1
85-426_S18_1,S18,85-426,1
85-426_F20_1,F20,85-426,1
70-416_S21_2,S21,70-416,2
70-416_S22_2,S22,70-416,2
70-416_S23_2,S23,70-416,2
70-416_S24_2,S24,70-416,2
70-416_S25_2,S25,70-416,2
70-416_S21_1,S21,70-416,1
70-416_S22_1,S22,70-416,1
70-416_S23_1,S23,70-416,1
70-416_S24_1,S24,70-416,1
70-416_S25_1,S25,70-416,1
85-261_F15_1,F15,85-261,1
85-261_F16_1,F16,85-261,1
85-261_F17_1,F17,85-261,1
85-261_F18_1,F18,85-261,1
85-261_S20_1,S20,85-261,1
79-307_S16_2,S16,79-307,2
79-307_S17_1,S17,79-307,1
79-307_S19_1,S19,79-307,1
79-307_S22_1,S22,79-307,1
76-446_F19_1,F19,76-446,1
76-446_F21_1,F21,76-446,1
76-446_F23_1,F23,76-446,1
84-324_S19_1,S19,84-324,1
84-324_M20_1,M20,84-324,1
84-324_S22_1,S22,84-324,1
84-324_S24_1,S24,84-324,1
79-242_F15_1,F15,79-242,1
79-242_F16_1,F16,79-242,1
79-242_S18_1,S18,79-242,1
79-242_S19_1,S19,79-242,1
79-242_F21_1,F21,79-242,1
69-120_S19_1,S19,69-120,1
69-120_F19_1,F19,69-120,1
69-120_S20_1,S20,69-120,1
69-120_S23_1,S23,69-120,1
69-120_S25_1,S25,69-120,1
80-243_F15_2,F15,80-243,2
80-243_S17_2,S17,80-243,2
76-295_F21_1,F21,76-295,1
76-295_F22_1,F22,76-295,1
76-295_F23_1,F23,76-295,1
76-295_F24_1,F24,76-295,1
76-295_F25_1,F25,76-295,1
79-491_M23_2,M23,79-491,2
79-491_F23_2,F23,79-491,2
79-491_S24_2,S24,79-491,2
79-491_F24_2,F24,79-491,2
79-491_S25_2,S25,79-491,2
79-491_M24_1,M24,79-491,1
79-491_F24_1,F24,79-491,1
79-491_S25_1,S25,79-491,1
79-491_M25_1,M25,79-491,1
79-491_F25_1,F25,79-491,1
70-482_S18_2,S18,70-482,2
70-482_S19_2,S19,70-482,2
70-482_F22_2,F22,70-482,2
70-482_S24_2,S24,70-482,2
70-482_S25_2,S25,70-482,2
70-482_F18_1,F18,70-482,1
70-482_F19_1,F19,70-482,1
70-482_F20_1,F20,70-482,1
70-482_S23_1,S23,70-482,1
70-482_S25_1,S25,70-482,1
79-350_S17_1,S17,79-350,1
79-350_F18_1,F18,79-350,1
79-350_S21_1,S21,79-350,1
79-350_F23_1,F23,79-350,1
79-350_S25_1,S25,79-350,1
03-121_S21_2,S21,03-121,2
03-121_F21_2,F21,03-121,2
03-121_F22_2,F22,03-121,2
03-121_F23_2,F23,03-121,2
03-121_F24_2,F24,03-121,2
03-121_M24_1,M24,03-121,1
03-121_F24_1,F24,03-121,1
03-121_S25_1,S25,03-121,1
03-121_M25_1,M25,03-121,1
03-121_F25_1,F25,03-121,1
67-323_S17_2,S17,67-323,2
67-323_S19_2,S19,67-323,2
67-323_F21_2,F21,67-323,2
67-323_F22_2,F22,67-323,2
67-323_F24_2,F24,67-323,2
70-343_F15_2,F15,70-343,2
70-343_F17_2,F17,70-343,2
70-343_F19_2,F19,70-343,2
98-309_S17_1,S17,98-309,1
98-309_S21_1,S21,98-309,1
98-309_F21_1,F21,98-309,1
98-309_S22_1,S22,98-309,1
98-309_F22_1,F22,98-309,1
79-215_S17_1,S17,79-215,1
79-215_S18_1,S18,79-215,1
79-215_S23_1,S23,79-215,1
79-215_F24_1,F24,79-215,1
79-215_F25_1,F25,79-215,1
48-240_S21_1,S21,48-240,1
48-240_S22_1,S22,48-240,1
48-240_S23_1,S23,48-240,1
48-240_S24_1,S24,48-240,1
48-240_S25_1,S25,48-240,1
76-411_S19_1,S19,76-411,1
98-020_S24_1,S24,98-020,1
18-465_S21_1,S21,18-465,1
18-465_S22_1,S22,18-465,1
18-465_S23_1,S23,18-465,1
18-465_S24_1,S24,18-465,1
18-465_S25_1,S25,18-465,1
76-368_F21_1,F21,76-368,1
76-368_F22_1,F22,76-368,1
76-368_F23_1,F23,76-368,1
76-368_F24_1,F24,76-368,1
76-368_F25_1,F25,76-368,1
76-387_F18_1,F18,76-387,1
51-218_S21_2,S21,51-218,2
73-433_F15_1,F15,73-433,1
73-433_F18_1,F18,73-433,1
09-212_F24_2,F24,09-212,2
09-212_S21_1,S21,09-212,1
09-212_F22_1,F22,09-212,1
98-165_S24_1,S24,98-165,1
76-407_F21_1,F21,76-407,1
76-407_S22_1,S22,76-407,1
84-365_S22_1,S22,84-365,1
84-365_S23_1,S23,84-365,1
84-365_S24_1,S24,84-365,1
84-365_S25_1,S25,84-365,1
79-203_F18_2,F18,79-203,2
79-203_F16_1,F16,79-203,1
79-203_S19_1,S19,79-203,1
79-203_S21_1,S21,79-203,1
79-203_S22_1,S22,79-203,1
79-203_S24_1,S24,79-203,1
67-335_S19_2,S19,67-335,2
21-120_F21_2,F21,21-120,2
21-120_S22_2,S22,21-120,2
21-120_F22_2,F22,21-120,2
21-120_F23_2,F23,21-120,2
21-120_F24_2,F24,21-120,2
21-120_M24_1,M24,21-120,1
21-120_F24_1,F24,21-120,1
21-120_S25_1,S25,21-120,1
21-120_M25_1,M25,21-120,1
21-120_F25_1,F25,21-120,1
98-036_F17_1,F17,98-036,1
98-036_S18_1,S18,98-036,1
19-473_S21_1,S21,19-473,1
19-473_F21_1,F21,19-473,1
19-473_S22_1,S22,19-473,1
19-473_F22_1,F22,19-473,1
19-473_S23_1,S23,19-473,1
09-204_S18_1,S18,09-204,1
09-204_S19_1,S19,09-204,1
09-204_S20_1,S20,09-204,1
09-204_S21_1,S21,09-204,1
09-204_S22_1,S22,09-204,1
07-400_S22_1,S22,07-400,1
07-400_S23_1,S23,07-400,1
07-400_S24_1,S24,07-400,1
07-400_S25_1,S25,07-400,1
76-391_F15_2,F15,76-391,2
76-391_S17_2,S17,76-391,2
76-391_F21_1,F21,76-391,1
76-391_F22_1,F22,76-391,1
76-391_F23_1,F23,76-391,1
76-391_F24_1,F24,76-391,1
76-391_F25_1,F25,76-391,1
79-311_F16_1,F16,79-311,1
79-311_F17_1,F17,79-311,1
79-311_F20_1,F20,79-311,1
70-302_F25_1,F25,70-302,1
98-348_F19_1,F19,98-348,1
69-136_F23_1,F23,69-136,1
69-136_S24_1,S24,69-136,1
69-136_F24_1,F24,69-136,1
69-136_S25_1,S25,69-136,1
69-136_F25_1,F25,69-136,1
99-348_F20_1,F20,99-348,1
76-450_F17_1,F17,76-450,1
76-450_F18_1,F18,76-450,1
76-450_S21_1,S21,76-450,1
15-415_S16_2,S16,15-415,2
15-415_F16_2,F16,15-415,2
15-415_S18_2,S18,15-415,2
15-415_S20_2,S20,15-415,2
15-415_F15_1,F15,15-415,1
15-415_F16_1,F16,15-415,1
19-424_F16_1,F16,19-424,1
19-424_F17_1,F17,19-424,1
19-424_F18_1,F18,19-424,1
19-424_F19_1,F19,19-424,1
19-424_F20_1,F20,19-424,1
98-061_F23_1,F23,98-061,1
76-329_S18_1,S18,76-329,1
76-329_S21_1,S21,76-329,1
76-329_S23_1,S23,76-329,1
76-329_S25_1,S25,76-329,1
80-255_F15_1,F15,80-255,1
80-255_S23_1,S23,80-255,1
80-255_F25_1,F25,80-255,1
36-402_S21_1,S21,36-402,1
36-402_S22_1,S22,36-402,1
36-402_S23_1,S23,36-402,1
36-402_S24_1,S24,36-402,1
36-402_S25_1,S25,36-402,1
80-310_F21_1,F21,80-310,1
80-310_F22_1,F22,80-310,1
80-310_F23_1,F23,80-310,1
80-310_F24_1,F24,80-310,1
80-310_F25_1,F25,80-310,1
70-494_S16_2,S16,70-494,2
70-494_S17_2,S17,70-494,2
70-494_S18_2,S18,70-494,2
70-494_S20_2,S20,70-494,2
70-494_S22_2,S22,70-494,2
98-153_S22_2,S22,98-153,2
88-231_F20_1,F20,88-231,1
88-231_F23_1,F23,88-231,1
88-231_F24_1,F24,88-231,1
88-231_F25_1,F25,88-231,1
98-503_F25_1,F25,98-503,1
80-222_F25_1,F25,80-222,1
07-135_S22_1,S22,07-135,1
98-016_S24_1,S24,98-016,1
98-016_F24_1,F24,98-016,1
98-016_S25_1,S25,98-016,1
98-016_F25_1,F25,98-016,1
76-427_F15_1,F15,76-427,1
76-427_S25_1,S25,76-427,1
15-462_S22_1,S22,15-462,1
15-462_F22_1,F22,15-462,1
15-462_S23_1,S23,15-462,1
15-462_F23_1,F23,15-462,1
15-462_S24_1,S24,15-462,1
03-402_S17_1,S17,03-402,1
03-402_S18_1,S18,03-402,1
03-402_S19_1,S19,03-402,1
98-295_S19_1,S19,98-295,1
98-295_F19_1,F19,98-295,1
98-295_S20_1,S20,98-295,1
98-295_F20_1,F20,98-295,1
98-295_S21_1,S21,98-295,1
79-389_M22_2,M22,79-389,2
79-389_S20_1,S20,79-389,1
79-389_S24_1,S24,79-389,1
79-223_S19_2,S19,79-223,2
79-223_F20_1,F20,79-223,1
79-223_F21_1,F21,79-223,1
79-223_F22_1,F22,79-223,1
79-223_F23_1,F23,79-223,1
79-223_F25_1,F25,79-223,1
69-141_S16_1,S16,69-141,1
69-141_S17_1,S17,69-141,1
69-141_S18_1,S18,69-141,1
69-141_S19_1,S19,69-141,1
69-141_S20_1,S20,69-141,1
67-315_F17_2,F17,67-315,2
67-315_M19_2,M19,67-315,2
67-315_M20_2,M20,67-315,2
67-315_S19_1,S19,67-315,1
67-315_S20_1,S20,67-315,1
67-315_F21_1,F21,67-315,1
67-250_S21_2,S21,67-250,2
67-250_S22_2,S22,67-250,2
67-250_S23_2,S23,67-250,2
67-250_S24_2,S24,67-250,2
67-250_S25_2,S25,67-250,2
67-250_S21_1,S21,67-250,1
67-250_S22_1,S22,67-250,1
67-250_S23_1,S23,67-250,1
67-250_S24_1,S24,67-250,1
67-250_S25_1,S25,67-250,1
69-004_F23_1,F23,69-004,1
69-004_S24_1,S24,69-004,1
69-004_F24_1,F24,69-004,1
69-004_S25_1,S25,69-004,1
69-004_F25_1,F25,69-004,1
82-102_S20_2,S20,82-102,2
82-102_F20_2,F20,82-102,2
82-102_S21_2,S21,82-102,2
82-102_F21_2,F21,82-102,2
82-102_S25_2,S25,82-102,2
82-102_F23_1,F23,82-102,1
82-102_S24_1,S24,82-102,1
82-102_F24_1,F24,82-102,1
82-102_S25_1,S25,82-102,1
82-102_F25_1,F25,82-102,1
03-117_S21_2,S21,03-117,2
03-117_S22_2,S22,03-117,2
03-117_S23_2,S23,03-117,2
03-117_S24_2,S24,03-117,2
03-117_S25_2,S25,03-117,2
03-117_F23_1,F23,03-117,1
03-117_S24_1,S24,03-117,1
03-117_F24_1,F24,03-117,1
03-117_S25_1,S25,03-117,1
03-117_F25_1,F25,03-117,1
79-366_S16_2,S16,79-366,2
79-366_M16_2,M16,79-366,2
79-366_M23_2,M23,79-366,2
79-366_M24_2,M24,79-366,2
33-142_M24_1,M24,33-142,1
33-142_F24_1,F24,33-142,1
33-142_S25_1,S25,33-142,1
33-142_M25_1,M25,33-142,1
33-142_F25_1,F25,33-142,1
80-330_S21_1,S21,80-330,1
80-330_S22_1,S22,80-330,1
80-330_S23_1,S23,80-330,1
80-330_S24_1,S24,80-330,1
80-330_S25_1,S25,80-330,1
82-293_F23_1,F23,82-293,1
82-293_M24_1,M24,82-293,1
82-293_F24_1,F24,82-293,1
82-293_M25_1,M25,82-293,1
82-293_F25_1,F25,82-293,1
17-200_F23_1,F23,17-200,1
17-200_S24_1,S24,17-200,1
17-200_F24_1,F24,17-200,1
17-200_S25_1,S25,17-200,1
17-200_F25_1,F25,17-200,1
98-041_F24_2,F24,98-041,2
99-411_M20_2,M20,99-411,2
99-411_M21_2,M21,99-411,2
99-411_M22_2,M22,99-411,2
99-411_M23_2,M23,99-411,2
99-411_M24_2,M24,99-411,2
99-411_M21_1,M21,99-411,1
99-411_M22_1,M22,99-411,1
99-411_M23_1,M23,99-411,1
99-411_M24_1,M24,99-411,1
99-411_M25_1,M25,99-411,1
76-309_S18_1,S18,76-309,1
98-368_F20_1,F20,98-368,1
98-368_S21_1,S21,98-368,1
51-150_F23_2,F23,51-150,2
51-150_S25_2,S25,51-150,2
51-150_F25_1,F25,51-150,1
02-510_F17_2,F17,02-510,2
02-510_F18_2,F18,02-510,2
02-510_F19_2,F19,02-510,2
02-510_S21_2,S21,02-510,2
02-510_S22_2,S22,02-510,2
02-510_S21_1,S21,02-510,1
02-510_S22_1,S22,02-510,1
02-510_S23_1,S23,02-510,1
02-510_S24_1,S24,02-510,1
02-510_S25_1,S25,02-510,1
79-331_M23_1,M23,79-331,1
79-331_S24_1,S24,79-331,1
79-331_F24_1,F24,79-331,1
79-331_S25_1,S25,79-331,1
79-331_F25_1,F25,79-331,1
03-140_F21_1,F21,03-140,1
03-140_F22_1,F22,03-140,1
03-140_F23_1,F23,03-140,1
03-140_F24_1,F24,03-140,1
03-140_F25_1,F25,03-140,1
60-105_F21_1,F21,60-105,1
60-105_F22_1,F22,60-105,1
60-105_F23_1,F23,60-105,1
60-105_F24_1,F24,60-105,1
60-105_F25_1,F25,60-105,1
33-115_S21_2,S21,33-115,2
33-115_M21_2,M21,33-115,2
33-115_F22_2,F22,33-115,2
33-115_F23_2,F23,33-115,2
33-115_F24_2,F24,33-115,2
33-115_S23_1,S23,33-115,1
33-115_S24_1,S24,33-115,1
33-115_S25_1,S25,33-115,1
